iupac,smiles,expt,calc,inchi,selfies,iupac_name,expt_cat,target_2,target_5
"1,2,4-trimethylbenzene",Cc1ccc(c(c1)C)C,-0.86,-0.795,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",[C][C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C],"1,2,4-trimethylbenzene",very large,1,3
1-ethyl-2-methylbenzene,CCc1ccccc1C,-0.85,-0.761,"InChI=1S/C9H12/c1-3-9-7-5-4-6-8(9)2/h4-7H,3H2,1-2H3",[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],1-ethyl-2-methylbenzene,very large,1,3
"(2R,5R)-2-methyl-5-(1-methylethenyl)-cyclohexanone",C[C@@H]1CC[C@H](CC1=O)C(=C)C,-3.75,-3.344,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h8-9H,1,4-6H2,2-3H3/t8-,9-/m1/s1",[C][C@@H1][C][C][C@H1][Branch1][=Branch1][C][C][Ring1][=Branch1][=O][C][=Branch1][C][=C][C],"(2r,5r)-2-methyl-5-prop-1-en-2-ylcyclohexan-1-one",large,0,2
biphenyl,c1ccc(cc1)c2ccccc2,-2.7,-3.143,InChI=1S/C12H10/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h1-10H,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],phenylbenzene,large,1,2
"2,3-dimethylphenol",Cc1cccc(c1C)O,-6.16,-5.148,"InChI=1S/C8H10O/c1-6-4-3-5-8(9)7(6)2/h3-5,9H,1-2H3",[C][C][=C][C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][C][O],"2,3-dimethylphenol",large,0,1
methylparathion,COP(=S)(OC)Oc1ccc(cc1)[N+](=O)[O-],-7.19,-10.466,"InChI=1S/C8H10NO5PS/c1-12-15(16,13-2)14-8-5-3-7(4-6-8)9(10)11/h3-6H,1-2H3",[C][O][P][=Branch1][C][=S][Branch1][Ring1][O][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1],dimethoxy-(4-nitrophenoxy)-sulfanylidenephosphorane,large,0,0
diethoxy-(4-nitrophenoxy)-thioxo-$l^{5}-phosphane,CCOP(=S)(OCC)Oc1ccc(cc1)[N+](=O)[O-],-6.74,-9.211,"InChI=1S/C10H14NO5PS/c1-3-14-17(18,15-4-2)16-10-7-5-9(6-8-10)11(12)13/h5-8H,3-4H2,1-2H3",[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1],diethoxy-(4-nitrophenoxy)-sulfanylidenephosphorane,large,0,0
"1-N,1-N-diethyl-2,6-dinitro-4-(trifluoromethyl)benzene-1,3-diamine",CCN(CC)c1c(cc(c(c1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-],-5.66,-7.503,"InChI=1S/C11H13F3N4O4/c1-3-16(4-2)9-7(17(19)20)5-6(11(12,13)14)8(15)10(9)18(21)22/h5H,3-4,15H2,1-2H3",[C][C][N][Branch1][Ring1][C][C][C][=C][Branch2][Ring1][=Branch2][C][=C][Branch1][=N][C][=Branch1][=Branch2][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][N][C][Branch1][C][F][Branch1][C][F][F][N+1][=Branch1][C][=O][O-1],"n',n'-diethyl-2,4-dinitro-6-(trifluoromethyl)benzene-1,3-diamine",large,0,1
methylsulfanylmethane,CSC,-1.61,0.44,InChI=1S/C2H6S/c1-3-2/h1-2H3,[C][S][C],methylsulfanylmethane,very large,1,3
ketoprofen,C[C@@H](c1cccc(c1)C(=O)c2ccccc2)C(=O)O,-10.78,-17.242,"InChI=1S/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/t11-/m0/s1",[C][C@@H1][Branch2][Ring1][#Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O],(2s)-2-[3-(benzoyl)phenyl]propanoic acid,medium,0,0
cyclopentanol,C1CCC(C1)O,-5.49,-4.29,"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2",[C][C][C][C][Branch1][Ring2][C][Ring1][Branch1][O],cyclopentanol,large,0,1
methyl pentanoate,CCCCC(=O)OC,-2.56,-3.492,"InChI=1S/C6H12O2/c1-3-4-5-6(7)8-2/h3-5H2,1-2H3",[C][C][C][C][C][=Branch1][C][=O][O][C],methyl pentanoate,large,1,3
2-methylpent-1-ene,CCCC(=C)C,1.47,2.486,"InChI=1S/C6H12/c1-4-5-6(2)3/h2,4-5H2,1,3H3",[C][C][C][C][=Branch1][C][=C][C],2-methylpent-1-ene,very large,1,4
flurbiprofen,C[C@@H](c1ccc(c(c1)F)c2ccccc2)C(=O)O,-8.42,-13.953,"InChI=1S/C15H13FO2/c1-10(15(17)18)12-7-8-13(14(16)9-12)11-5-3-2-4-6-11/h2-10H,1H3,(H,17,18)/t10-/m0/s1",[C][C@@H1][Branch2][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][F][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O],(2s)-2-(3-fluoro-4-phenylphenyl)propanoic acid,medium,0,0
nitralin,CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-],-7.98,-11.246,"InChI=1S/C13H19N3O6S/c1-4-6-14(7-5-2)13-11(15(17)18)8-10(23(3,21)22)9-12(13)16(19)20/h8-9H,4-7H2,1-3H3",[C][C][C][N][Branch1][Ring2][C][C][C][C][=C][Branch2][Ring1][=Branch1][C][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][S][=Branch1][C][=O][=Branch1][C][=O][C][N+1][=Branch1][C][=O][O-1],"4-methylsulfonyl-2,6-dinitro-n,n-dipropylaniline",large,0,0
chloroethylene,C=CCl,-0.59,1.162,"InChI=1S/C2H3Cl/c1-2-3/h2H,1H2",[C][=C][Cl],chloroethene,very large,1,4
"N,N-4-trimethylbenzamide",Cc1ccc(cc1)C(=O)N(C)C,-9.76,-8.081,"InChI=1S/C10H13NO/c1-8-4-6-9(7-5-8)10(12)11(2)3/h4-7H,1-3H3",[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C],"n,n,4-trimethylbenzamide",medium,0,0
heptan-4-one,CCCC(=O)CCC,-2.92,-2.704,"InChI=1S/C7H14O/c1-3-5-7(8)6-4-2/h3-6H2,1-2H3",[C][C][C][C][=Branch1][C][=O][C][C][C],heptan-4-one,large,1,2
methyl benzoate,COC(=O)c1ccccc1,-3.92,-4.921,"InChI=1S/C8H8O2/c1-10-8(9)7-5-3-2-4-6-7/h2-6H,1H3",[C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],methyl benzoate,large,0,2
4-methylbenzaldehyde,Cc1ccc(cc1)C=O,-4.27,-5.014,"InChI=1S/C8H8O/c1-7-2-4-8(6-9)5-3-7/h2-6H,1H3",[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=O],4-methylbenzaldehyde,large,0,2
propyl butanoate,CCCC(=O)OCCC,-2.28,-2.754,"InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",[C][C][C][C][=Branch1][C][=O][O][C][C][C],propyl butanoate,very large,1,3
piperazine,C1CNCCN1,-7.4,-8.481,"InChI=1S/C4H10N2/c1-2-6-4-3-5-1/h5-6H,1-4H2",[C][C][N][C][C][N][Ring1][=Branch1],piperazine,large,0,0
2-ethoxyethanol,CCOCCO,-6.69,-4.407,"InChI=1S/C4H10O2/c1-2-6-4-3-5/h5H,2-4H2,1H3",[C][C][O][C][C][O],2-ethoxyethanol,large,0,0
3-methylpentane,CCC(C)CC,2.51,2.613,"InChI=1S/C6H14/c1-4-6(3)5-2/h6H,4-5H2,1-3H3",[C][C][C][Branch1][C][C][C][C],3-methylpentane,very large,1,4
2-methylpyrazine,Cc1cnccn1,-5.51,-6.161,"InChI=1S/C5H6N2/c1-5-4-6-2-3-7-5/h2-4H,1H3",[C][C][=C][N][=C][C][=N][Ring1][=Branch1],2-methylpyrazine,large,0,1
1-nitropropane,CCC[N+](=O)[O-],-3.34,-1.632,"InChI=1S/C3H7NO2/c1-2-3-4(5)6/h2-3H2,1H3",[C][C][C][N+1][=Branch1][C][=O][O-1],"1-nitropropane
dihydroxy-propylazanium
n,n-dihydroxypropan-1-amine
n-hydroxypropan-1-amine oxide
n-oxido-n-propylhydroxylamine",large,1,2
mesitylene,Cc1cc(cc(c1)C)C,-0.9,-0.553,"InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",[C][C][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C],"1,3,5-trimethylbenzene",very large,1,3
5-fluorouracil,c1c(c(=O)[nH]c(=O)[nH]1)F,-16.92,-16.371,"InChI=1S/C4H3FN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)",[C][=C][Branch1][=N][C][=Branch1][C][=O][NH1][C][=Branch1][C][=O][NH1][Ring1][Branch2][F],"5-fluoro-1h-pyrimidine-2,4-dione",small,0,0
ethanol,CCO,-5.0,-3.394,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",[C][C][O],ethanol,large,0,1
"1,4-dimethylnaphthalene",Cc1ccc(c2c1cccc2)C,-2.82,-3.081,"InChI=1S/C12H12/c1-9-7-8-10(2)12-6-4-3-5-11(9)12/h3-8H,1-2H3",[C][C][=C][C][=C][Branch1][O][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1][C],"1,4-dimethylnaphthalene",large,1,2
"2,3,7,8-tetrachlorodibenzo-p-dioxin",c1c2c(cc(c1Cl)Cl)Oc3cc(c(cc3O2)Cl)Cl,-3.37,-2.54,InChI=1S/C12H4Cl4O2/c13-5-1-9-10(2-6(5)14)18-12-4-8(16)7(15)3-11(12)17-9/h1-4H,[C][=C][C][=Branch1][#Branch2][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][Cl][Cl][O][C][=C][C][=Branch1][N][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][O][Ring1][#C][Cl][Cl],"2,3,7,8-tetrachlorooxanthrene",large,1,2
ethyl formate,CCOC=O,-2.56,-3.867,"InChI=1S/C3H6O2/c1-2-5-3-4/h3H,2H2,1H3",[C][C][O][C][=O],ethyl formate,large,1,3
"1,2,4,5-tetrachlorobenzene",c1c(c(cc(c1Cl)Cl)Cl)Cl,-1.34,0.035,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H,[C][=C][Branch1][=C][C][=Branch1][#Branch2][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][Cl][Cl][Cl][Cl],"1,2,4,5-tetrachlorobenzene",very large,1,3
diethoxymethoxybenzene,CCOC(OCC)Oc1ccccc1,-5.23,-5.203,"InChI=1S/C11H16O3/c1-3-12-11(13-4-2)14-10-8-6-5-7-9-10/h5-9,11H,3-4H2,1-2H3",[C][C][O][C][Branch1][Ring2][O][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],diethoxymethoxybenzene,large,0,1
3-nitrophenol,c1cc(cc(c1)O)[N+](=O)[O-],-9.62,-7.889,"InChI=1S/C6H5NO3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H",[C][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][N+1][=Branch1][C][=O][O-1],3-nitrophenol,medium,0,0
octan-1-ol,CCCCCCCCO,-4.09,-2.69,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",[C][C][C][C][C][C][C][C][O],octan-1-ol,large,0,2
but-1-ene,CCC=C,1.38,2.367,"InChI=1S/C4H8/c1-3-4-2/h3H,1,4H2,2H3",[C][C][C][=C],but-1-ene,very large,1,4
carbon tetrachloride,C(Cl)(Cl)(Cl)Cl,0.08,1.185,"InChI=1S/CCl4/c2-1(3,4)5",[C][Branch1][C][Cl][Branch1][C][Cl][Branch1][C][Cl][Cl],tetrachloromethane,very large,1,4
2-phenylethanol,c1ccc(cc1)CCO,-6.79,-5.28,"InChI=1S/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2",[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][O],2-phenylethanol,large,0,0
fenuron,CN(C)C(=O)Nc1ccccc1,-9.13,-11.81,"InChI=1S/C9H12N2O/c1-11(2)9(12)10-8-6-4-3-5-7-8/h3-7H,1-2H3,(H,10,12)",[C][N][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1],"1,1-dimethyl-3-phenylurea",medium,0,0
methyldisulfanylmethane,CSSC,-1.83,-0.093,InChI=1S/C2H6S2/c1-3-4-2/h1-2H3,[C][S][S][C],methyldisulfanylmethane,very large,1,3
"2,3-diacetoxypropyl acetate",CC(=O)OCC(COC(=O)C)OC(=O)C,-8.84,-12.333,"InChI=1S/C9H14O6/c1-6(10)13-4-9(15-8(3)12)5-14-7(2)11/h9H,4-5H2,1-3H3",[C][C][=Branch1][C][=O][O][C][C][Branch1][Branch2][C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C],"1,3-diacetyloxypropan-2-yl acetate",medium,0,0
methoxymethane,COC,-1.91,-0.853,InChI=1S/C2H6O/c1-3-2/h1-2H3,[C][O][C],methoxymethane,very large,1,3
hexane,CCCCCC,2.48,2.851,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",[C][C][C][C][C][C],hexane,very large,1,4
"1,2-dibromoethane",C(CBr)Br,-2.33,-1.275,InChI=1S/C2H4Br2/c3-1-2-4/h1-2H2,[C][Branch1][Ring1][C][Br][Br],"1,2-dibromoethyne
1,2-dibromoethane",very large,1,3
"1,1,1,2,2-pentachloroethane",C(C(Cl)(Cl)Cl)(Cl)Cl,-1.23,0.059,"InChI=1S/C2HCl5/c3-1(4)2(5,6)7/h1H",[C][Branch1][=Branch2][C][Branch1][C][Cl][Branch1][C][Cl][Cl][Branch1][C][Cl][Cl],"1,1,1,2,2-pentachloroethane",very large,1,3
5-trifluoromethyluracil,c1c(c(=O)[nH]c(=O)[nH]1)C(F)(F)F,-15.46,-17.349,"InChI=1S/C5H3F3N2O2/c6-5(7,8)2-1-9-4(12)10-3(2)11/h1H,(H2,9,10,11,12)",[C][=C][Branch1][=N][C][=Branch1][C][=O][NH1][C][=Branch1][C][=O][NH1][Ring1][Branch2][C][Branch1][C][F][Branch1][C][F][F],"5-(trifluoromethyl)-1h-pyrimidine-2,4-dione",small,0,0
"2,6-dimethylaniline",Cc1cccc(c1N)C,-5.21,-5.57,"InChI=1S/C8H11N/c1-6-4-3-5-7(2)8(6)9/h3-5H,9H2,1-2H3",[C][C][=C][C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][N][C],"2,6-dimethylaniline",large,0,1
propyl acetate,CCCOC(=O)C,-2.79,-3.486,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",[C][C][C][O][C][=Branch1][C][=O][C],propyl acetate,large,1,2
quinoline,c1ccc2c(c1)cccn2,-5.72,-4.989,InChI=1S/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=N][Ring1][#Branch1],quinoline,large,0,1
ethanethiol,CCS,-1.14,-0.395,"InChI=1S/C2H6S/c1-2-3/h3H,2H2,1H3",[C][C][S],ethanethiol,very large,1,3
ethyldisulfanylethane,CCSSCC,-1.64,-0.979,"InChI=1S/C4H10S2/c1-3-5-6-4-2/h3-4H2,1-2H3",[C][C][S][S][C][C],ethyldisulfanylethane,very large,1,3
thiophene,c1ccsc1,-1.4,-0.359,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H,[C][C][=C][S][C][=Ring1][Branch1],thiophene,very large,1,3
1-ethylnaphthalene,CCc1cccc2c1cccc2,-2.4,-2.961,"InChI=1S/C12H12/c1-2-10-7-5-8-11-6-3-4-9-12(10)11/h3-9H,2H2,1H3",[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1],1-ethylnaphthalene,large,1,3
pentan-2-one,CCCC(=O)C,-3.52,-3.166,"InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3",[C][C][C][C][=Branch1][C][=O][C],pentan-2-one,large,0,2
"1,2,3,4-tetrachloro-5-(2,3,4,6-tetrachlorophenyl)benzene",c1c(c(c(c(c1Cl)Cl)Cl)Cl)c2c(cc(c(c2Cl)Cl)Cl)Cl,-4.61,-0.039,InChI=1S/C12H2Cl8/c13-4-2-6(15)9(17)11(19)7(4)3-1-5(14)10(18)12(20)8(3)16/h1-2H,[C][=C][Branch1][P][C][=Branch1][=N][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][=Branch1][Cl][Cl][Cl][Cl][C][=C][Branch1][=C][C][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][=Branch1][Cl][Cl][Cl][Cl],"1,2,3,4-tetrachloro-5-(2,3,4,6-tetrachlorophenyl)benzene",large,0,1
profluralin,CCC[N@@](CC1CC1)c2c(cc(cc2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],-2.45,-1.956,"InChI=1S/C14H16F3N3O4/c1-2-5-18(8-9-3-4-9)13-11(19(21)22)6-10(14(15,16)17)7-12(13)20(23)24/h6-7,9H,2-5,8H2,1H3",[C][C][C][N@@][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][C][=C][Branch2][Ring1][=Branch1][C][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][C][F][Branch1][C][F][F][N+1][=Branch1][C][=O][O-1],"n-(cyclopropylmethyl)-2,6-dinitro-n-propyl-4-(trifluoromethyl)aniline",large,1,3
acetic acid,CC(=O)O,-6.69,-7.281,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",[C][C][=Branch1][C][=O][O],acetic acid,large,0,0
acetaldehyde,CC=O,-3.5,-3.372,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",[C][C][=O],acetaldehyde,large,1,2
3-nitroaniline,c1cc(cc(c1)[N+](=O)[O-])N,-8.84,-8.204,"InChI=1S/C6H6N2O2/c7-5-2-1-3-6(4-5)8(9)10/h1-4H,7H2",[C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][N],3-nitroaniline,medium,0,0
2-methoxyaniline,COc1ccccc1N,-6.12,-6.771,"InChI=1S/C7H9NO/c1-9-7-5-3-2-4-6(7)8/h2-5H,8H2,1H3",[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N],2-methoxyaniline,large,0,1
phenol,c1ccc(cc1)O,-6.6,-5.707,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O],phenol,large,0,0
naphthalen-1-ol,c1ccc2c(c1)cccc2O,-7.67,-7.137,"InChI=1S/C10H8O/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7,11H",[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][#Branch1][O],naphthalen-1-ol,large,0,0
butyl acetate,CCCCOC(=O)C,-2.64,-3.406,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",[C][C][C][C][O][C][=Branch1][C][=O][C],butyl acetate,large,1,3
o-cresol,Cc1ccccc1O,-5.9,-5.076,"InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3",[C][C][=C][C][=C][C][=C][Ring1][=Branch1][O],2-methylphenol,large,0,1
2-methylpropanal,CC(C)C=O,-2.86,-2.968,"InChI=1S/C4H8O/c1-4(2)3-5/h3-4H,1-2H3",[C][C][Branch1][C][C][C][=O],2-methylpropanal,large,1,2
propionamide,CCC(=O)N,-9.4,-8.31,"InChI=1S/C3H7NO/c1-2-3(4)5/h2H2,1H3,(H2,4,5)",[C][C][C][=Branch1][C][=O][N],propanamide,medium,0,0
1-bromopropane,CCCBr,-0.56,0.579,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",[C][C][C][Br],1-bromopropane,very large,1,4
2-chloropropane,CC(C)Cl,-0.25,0.833,"InChI=1S/C3H7Cl/c1-3(2)4/h3H,1-2H3",[C][C][Branch1][C][C][Cl],2-chloropropane,very large,1,4
"1,3-dichloropropane",C(CCl)CCl,-1.89,-0.416,InChI=1S/C3H6Cl2/c4-2-1-3-5/h1-3H2,[C][Branch1][Ring1][C][Cl][C][Cl],"1,3-dichloropropane",very large,1,3
4-nitrophenol,c1cc(ccc1[N+](=O)[O-])O,-10.64,-8.472,"InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H",[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][O],4-nitrophenol,medium,0,0
4-chloroaniline,c1cc(ccc1N)Cl,-5.9,-5.281,"InChI=1S/C6H6ClN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2",[C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][N][Cl],4-chloroaniline,large,0,1
"1-amino-9,10-anthracenedione",c1ccc2c(c1)C(=O)c3cccc(c3C2=O)N,-9.44,-12.214,"InChI=1S/C14H9NO2/c15-11-7-3-6-10-12(11)14(17)9-5-2-1-4-8(9)13(10)16/h1-7H,15H2",[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Branch2][=C][Ring1][=Branch1][C][Ring1][N][=O][N],"1-aminoanthracene-9,10-dione",medium,0,0
"2,3-dimethylpyridine",Cc1cccnc1C,-4.82,-3.367,"InChI=1S/C7H9N/c1-6-4-3-5-8-7(6)2/h3-5H,1-2H3",[C][C][=C][C][=C][N][=C][Ring1][=Branch1][C],"2,3-dimethylpyridine",large,0,1
diethoxy-(ethylsulfanylmethylsulfanyl)-thioxo-$l^{5}-phosphane,CCOP(=S)(OCC)SCSCC,-4.37,-6.427,"InChI=1S/C7H17O2PS3/c1-4-8-10(11,9-5-2)13-7-12-6-3/h4-7H2,1-3H3",[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][S][C][S][C][C],diethoxy-(ethylsulfanylmethylsulfanyl)-sulfanylidenephosphorane,large,0,1
1-cyclohexylethanone,CC(=O)C1CCCCC1,-3.9,-4.003,"InChI=1S/C8H14O/c1-7(9)8-5-3-2-4-6-8/h8H,2-6H2,1H3",[C][C][=Branch1][C][=O][C][C][C][C][C][C][Ring1][=Branch1],1-cyclohexylethanone,large,0,2
2-methylbenzaldehyde,Cc1ccccc1C=O,-3.93,-4.554,"InChI=1S/C8H8O/c1-7-4-2-3-5-8(7)6-9/h2-6H,1H3",[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=O],2-methylbenzaldehyde,large,0,2
1-(4-pyridyl)ethanone,CC(=O)c1ccncc1,-7.62,-7.566,"InChI=1S/C7H7NO/c1-6(9)7-2-4-8-5-3-7/h2-5H,1H3",[C][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1],1-pyridin-4-ylethanone,large,0,0
"1,2,3,4,7,8-hexachlorodibenzo-p-dioxin",c1c2c(cc(c1Cl)Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,-3.71,-1.878,InChI=1S/C12H2Cl6O2/c13-3-1-5-6(2-4(3)14)20-12-10(18)8(16)7(15)9(17)11(12)19-5/h1-2H,[C][=C][C][=Branch1][#Branch2][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][Cl][Cl][O][C][=C][Branch1][P][C][=Branch1][=N][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][=Branch1][Cl][Cl][Cl][Cl][O][Ring2][Ring1][Ring1],"1,2,3,4,7,8-hexachlorooxanthrene",large,0,2
acetone,CC(=O)C,-3.8,-3.506,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,[C][C][=Branch1][C][=O][C],propan-2-one,large,0,2
2-methylprop-1-ene,CC(=C)C,1.16,2.327,"InChI=1S/C4H8/c1-4(2)3/h1H2,2-3H3",[C][C][=Branch1][C][=C][C],2-methylprop-1-ene,very large,1,4
"1,2,3-trichloro-5-(2,5-dichlorophenyl)benzene",c1cc(c(cc1Cl)c2cc(c(c(c2)Cl)Cl)Cl)Cl,-3.61,-0.922,InChI=1S/C12H5Cl5/c13-7-1-2-9(14)8(5-7)6-3-10(15)12(17)11(16)4-6/h1-5H,[C][=C][C][=Branch2][Ring1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][C][=C][C][=Branch1][N][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][Cl][Cl][Cl],"1,2,3-trichloro-5-(2,5-dichlorophenyl)benzene",large,0,2
1-nitropentane,CCCCC[N+](=O)[O-],-2.82,-1.325,"InChI=1S/C5H11NO2/c1-2-3-4-5-6(7)8/h2-5H2,1H3",[C][C][C][C][C][N+1][=Branch1][C][=O][O-1],1-nitropentane,large,1,2
(2E)-hex-2-enal,CCC/C=C/C=O,-3.68,-3.123,"InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+",[C][C][C][/C][=C][/C][=O],"(e)-hex-2-enal
hex-2-enal",large,0,2
"N,N-dimethyl-4-nitro-benzamide",CN(C)C(=O)c1ccc(cc1)[N+](=O)[O-],-11.95,-10.036,"InChI=1S/C9H10N2O3/c1-10(2)9(12)7-3-5-8(6-4-7)11(13)14/h3-6H,1-2H3",[C][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1],"n,n-dimethyl-4-nitrobenzamide",medium,0,0
tetrahydrofuran,C1CCOC1,-3.47,-2.201,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,[C][C][C][O][C][Ring1][Branch1],oxolane,large,1,2
octane,CCCCCCCC,2.88,3.088,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",[C][C][C][C][C][C][C][C],octane,very large,1,4
