CMPD_CHEMBLID,exp,smiles,inchi,selfies,iupac_name,exp_cat,target_2,target_5
CHEMBL1824042,1.33,Clc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,"InChI=1S/C23H26ClN5O4/c24-15-1-3-19-18(11-15)29(22(31)14-33-19)10-9-28-7-5-16(6-8-28)25-12-17-2-4-20-23(26-17)27-21(30)13-32-20/h1-4,11,16,25H,5-10,12-14H2,(H,26,27,30)",[Cl][C][=C][C][=C][O][C][C][=Branch1][C][=O][N][Branch2][Ring1][S][C][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][N][C][C][=C][C][=C][O][C][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=N][Ring1][O][C][Ring2][Ring1][N][=C][Ring2][Ring1][S],"6-[[[1-[2-(6-chloro-3-oxo-1,4-benzoxazin-4-yl)ethyl]piperidin-4-yl]amino]methyl]-4h-pyrido[2,3-e][1,4]oxazin-3-one",medium,0,1
CHEMBL598194,2.88,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(Cl)cc4,"InChI=1S/C19H21ClN6O/c20-14-3-1-13(2-4-14)11-23-18(27)19(21)6-9-26(10-7-19)17-15-5-8-22-16(15)24-12-25-17/h1-5,8,12H,6-7,9-11,21H2,(H,23,27)(H,22,24,25)",[N][C][Branch2][Ring1][#Branch1][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=N][C][=N][C][NH1][C][=C][C][Ring1][=Branch2][=Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],"4-amino-n-[(4-chlorophenyl)methyl]-1-(7h-pyrrolo[3,2-e]pyrimidin-4-yl)piperidine-4-carboxamide",large,1,3
CHEMBL373250,2.4,Cn1ncnc1COc2nn3c(nnc3cc2C(C)(C)C)c4cc(F)ccc4F,"InChI=1S/C19H19F2N7O/c1-19(2,3)13-8-15-24-25-17(12-7-11(20)5-6-14(12)21)28(15)26-18(13)29-9-16-22-10-23-27(16)4/h5-8,10H,9H2,1-4H3",[C][N][N][=C][N][=C][Ring1][Branch1][C][O][C][=N][N][C][=Branch2][Ring1][C][=N][N][=C][Ring1][Branch1][C][=C][Ring1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][F],"7-tert-butyl-3-(2,5-difluorophenyl)-6-[(2-methyl-1,2,4-triazol-3-yl)methoxy]-[1,2,4]triazolo[3,4-f]pyridazine",large,1,2
CHEMBL1169388,1.89,CNCC[C@H](Oc1ccc(cc1)C(F)(F)F)c2ccccc2,"InChI=1S/C17H18F3NO/c1-21-12-11-16(13-5-3-2-4-6-13)22-15-9-7-14(8-10-15)17(18,19)20/h2-10,16,21H,11-12H2,1H3/t16-/m0/s1",[C][N][C][C][C@H1][Branch2][Ring1][Ring2][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][C][=C][Ring1][=Branch1],(3s)-n-methyl-3-phenyl-3-[4-(trifluoromethyl)phenoxy]propan-1-amine,medium,0,2
CHEMBL2171046,1.52,Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)cc4Cl,"InChI=1S/C24H29Cl2N3O4S/c1-17-2-5-21(6-3-17)34(31,32)27-24(30)29-12-8-19(9-13-29)28-14-10-20(11-15-28)33-23-7-4-18(25)16-22(23)26/h2-7,16,19-20H,8-15H2,1H3,(H,27,30)",[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl],"4-[4-(2,4-dichlorophenoxy)piperidin-1-yl]-n-(4-methylphenyl)sulfonylpiperidine-1-carboxamide",medium,0,1
CHEMBL144960,3.33,O=C1C=COc2cc(OCc3ccccc3)ccc12,"InChI=1S/C16H12O3/c17-15-8-9-18-16-10-13(6-7-14(15)16)19-11-12-4-2-1-3-5-12/h1-10H,11H2",[O][=C][C][=C][O][C][=C][C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][C][Ring1][=C],7-(phenylmethoxy)chromen-4-one,very large,1,4
CHEMBL271023,0.79,[O-][S+](c1ccccc1)c2ccc3nnnn3n2,InChI=1S/C10H7N5OS/c16-17(8-4-2-1-3-5-8)10-7-6-9-11-13-14-15(9)12-10/h1-7H,[O-1][S+1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=N][N][=N][N][Ring1][Branch1][N][=Ring1][=Branch2],"6-phenylsulfinyltetrazolo[5,1-f]pyridazine",small,0,0
CHEMBL90531,3.2,[O-][N+](=O)c1ccc2OC(CN(c2c1)c3cccc[n+]3[O-])(C(F)F)C(F)F,"InChI=1S/C15H11F4N3O4/c16-13(17)15(14(18)19)8-20(12-3-1-2-6-21(12)23)10-7-9(22(24)25)4-5-11(10)26-15/h1-7,13-14H,8H2",[O-1][N+1][=Branch1][C][=O][C][=C][C][=C][O][C][Branch2][Ring1][Ring2][C][N][Branch1][#Branch1][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=C][C][=C][C][=N+1][Ring1][=Branch1][O-1][Branch1][=Branch1][C][Branch1][C][F][F][C][Branch1][C][F][F],"2,2-bis(difluoromethyl)-6-nitro-4-(1-oxidopyridin-1-ium-2-yl)-3h-1,4-benzoxazine",large,1,3
CHEMBL645,0.1,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,"InChI=1S/C18H31NO4/c1-14(2)19-11-17(20)13-23-18-7-5-16(6-8-18)12-21-9-10-22-15(3)4/h5-8,14-15,17,19-20H,9-13H2,1-4H3",[C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][Branch1][O][C][O][C][C][O][C][Branch1][C][C][C][C][=C][Ring1][=C],1-(propan-2-ylamino)-3-[4-(2-propan-2-yloxyethoxymethyl)phenoxy]propan-2-ol,small,0,0
CHEMBL1373079,2.71,COc1ccc(cc1)C2=CC(=O)c3ccccc3N2,"InChI=1S/C16H13NO2/c1-19-12-8-6-11(7-9-12)15-10-16(18)13-4-2-3-5-14(13)17-15/h2-10H,1H3,(H,17,18)",[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][O],2-(4-methoxyphenyl)-1h-quinolin-4-one,large,1,3
CHEMBL1362558,0.87,CN1SC(=NC1=O)NC(=O)c2cccc(Cl)c2,"InChI=1S/C10H8ClN3O2S/c1-14-10(16)13-9(17-14)12-8(15)6-3-2-4-7(11)5-6/h2-5H,1H3,(H,12,13,15,16)",[C][N][S][C][=Branch1][=Branch1][=N][C][Ring1][Branch1][=O][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1],"3-chloro-n-(2-methyl-3-oxo-1,2,4-thiadiazol-5-yl)benzamide",small,0,0
CHEMBL235191,0.82,CC(=O)Nc1ccc(cc1)C(=O)Nc2ccccc2N,"InChI=1S/C15H15N3O2/c1-10(19)17-12-8-6-11(7-9-12)15(20)18-14-5-3-2-4-13(14)16/h2-9H,16H2,1H3,(H,17,19)(H,18,20)",[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][N],4-acetamido-n-(2-aminophenyl)benzamide,small,0,0
CHEMBL197536,1.0,Oc1ccc2C(=O)C=C(Oc2c1)N3CCOCC3,"InChI=1S/C13H13NO4/c15-9-1-2-10-11(16)8-13(18-12(10)7-9)14-3-5-17-6-4-14/h1-2,7-8,15H,3-6H2",[O][C][=C][C][=C][C][=Branch1][C][=O][C][=C][Branch1][Branch2][O][C][Ring1][#Branch1][=C][Ring1][O][N][C][C][O][C][C][Ring1][=Branch1],7-hydroxy-2-morpholin-4-ylchromen-4-one,medium,0,0
CHEMBL1481866,1.7,NC(=O)c1ccc(Oc2cccc3cccnc23)c(c1)[N+](=O)[O-],"InChI=1S/C16H11N3O4/c17-16(20)11-6-7-13(12(9-11)19(21)22)23-14-5-1-3-10-4-2-8-18-15(10)14/h1-9H,(H2,17,20)",[N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][S][O][C][=C][C][=C][C][=C][C][=C][N][=C][Ring1][#Branch2][Ring1][=Branch1][C][=Branch1][Ring2][=C][Ring1][P][N+1][=Branch1][C][=O][O-1],3-nitro-4-quinolin-8-yloxybenzamide,medium,0,1
CHEMBL437,-0.37,Nc1ccc(cc1)S(=O)(=O)Nc2nccs2,"InChI=1S/C9H9N3O2S2/c10-7-1-3-8(4-2-7)16(13,14)12-9-11-5-6-15-9/h1-6H,10H2,(H,11,12)",[N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=N][C][=C][S][Ring1][Branch1],"4-amino-n-(1,3-thiazol-2-yl)benzenesulfonamide",very small,0,0
CHEMBL1779497,1.26,Clc1ccc(cc1C(=O)NCC2CCCCC2)N3N=CC(=O)NC3=O,"InChI=1S/C17H19ClN4O3/c18-14-7-6-12(22-17(25)21-15(23)10-20-22)8-13(14)16(24)19-9-11-4-2-1-3-5-11/h6-8,10-11H,1-5,9H2,(H,19,24)(H,21,23,25)",[Cl][C][=C][C][=C][Branch2][Ring1][Ring1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C][C][C][C][Ring1][=Branch1][N][N][=C][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O],"2-chloro-n-(cyclohexylmethyl)-5-(3,5-dioxo-1,2,4-triazin-2-yl)benzamide",medium,0,1
CHEMBL1332736,1.3,O=C(Oc1ccccc1)N2CCOCC2,"InChI=1S/C11H13NO3/c13-11(12-6-8-14-9-7-12)15-10-4-2-1-3-5-10/h1-5H,6-9H2",[O][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1],phenyl morpholine-4-carboxylate,medium,0,1
CHEMBL1732699,3.0,FC(F)(F)c1nnc2ccc(nn12)N3CCCCC3,"InChI=1S/C11H12F3N5/c12-11(13,14)10-16-15-8-4-5-9(17-19(8)10)18-6-2-1-3-7-18/h4-5H,1-3,6-7H2",[F][C][Branch1][C][F][Branch1][C][F][C][=N][N][=C][C][=C][C][=Branch1][#Branch1][=N][N][Ring1][=Branch2][Ring1][=Branch1][N][C][C][C][C][C][Ring1][=Branch1],"6-piperidin-1-yl-3-(trifluoromethyl)-[1,2,4]triazolo[3,4-f]pyridazine",large,1,3
CHEMBL1917433,0.21,Cc1c(Sc2ccc(Cl)cc2)c3c(NS(=O)(=O)C)cccc3n1CC(=O)O,"InChI=1S/C18H17ClN2O4S2/c1-11-18(26-13-8-6-12(19)7-9-13)17-14(20-27(2,24)25)4-3-5-15(17)21(11)10-16(22)23/h3-9,20H,10H2,1-2H3,(H,22,23)",[C][C][=C][Branch1][=N][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Branch1][#Branch2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][Ring1][O][N][Ring2][Ring1][=Branch1][C][C][=Branch1][C][=O][O],2-[3-(4-chlorophenyl)sulfanyl-4-methanesulfonamido-2-methylindol-1-yl]acetic acid,small,0,0
CHEMBL2141746,1.55,CCCNC(=O)CSc1ccc(cn1)S(=O)(=O)N2CCCC2,"InChI=1S/C14H21N3O3S2/c1-2-7-15-13(18)11-21-14-6-5-12(10-16-14)22(19,20)17-8-3-4-9-17/h5-6,10H,2-4,7-9,11H2,1H3,(H,15,18)",[C][C][C][N][C][=Branch1][C][=O][C][S][C][=C][C][=C][Branch1][Branch1][C][=N][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1],n-propyl-2-(5-pyrrolidin-1-ylsulfonylpyridin-2-yl)sulfanylacetamide,medium,0,1
CHEMBL256576,2.82,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12)C(=O)N6CCOCC6,"InChI=1S/C28H27N7O3/c1-19(28(36)34-11-13-37-14-12-34)38-25-7-4-6-23-26(25)27(31-18-30-23)33-21-8-9-24-20(15-21)16-32-35(24)17-22-5-2-3-10-29-22/h2-10,15-16,18-19H,11-14,17H2,1H3,(H,30,31,33)/t19-/m1/s1",[C][C@@H1][Branch2][Ring2][=C][O][C][=C][C][=C][C][=N][C][=N][C][Branch2][Ring1][#Branch2][N][C][=C][C][=C][C][Branch1][#C][C][=N][N][Ring1][Branch1][C][C][=C][C][=C][C][=N][Ring1][=Branch1][=C][Ring1][S][=C][Ring2][Ring1][O][Ring2][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1],(2r)-1-morpholin-4-yl-2-[4-[[1-(pyridin-2-ylmethyl)indazol-5-yl]amino]quinazolin-5-yl]oxypropan-1-one,large,1,3
CHEMBL87388,3.52,COc1ccc(Cn2cc3N(CC(C)C)C(=O)N(C)C(=O)c3c2)cc1,"InChI=1S/C19H23N3O3/c1-13(2)9-22-17-12-21(10-14-5-7-15(25-4)8-6-14)11-16(17)18(23)20(3)19(22)24/h5-8,11-13H,9-10H2,1-4H3",[C][O][C][=C][C][=C][Branch2][Ring1][S][C][N][C][=C][N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][C][Ring1][=N][=C][Ring1][S][C][=C][Ring2][Ring1][#Branch1],"6-[(4-methoxyphenyl)methyl]-3-methyl-1-(2-methylpropyl)pyrrolo[3,4-e]pyrimidine-2,4-dione",very large,1,4
CHEMBL150606,3.2,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCn4cncn4,"InChI=1S/C19H16ClFN6O2/c1-28-17-7-13-16(8-18(17)29-5-4-27-11-22-9-25-27)23-10-24-19(13)26-15-3-2-12(20)6-14(15)21/h2-3,6-11H,4-5H2,1H3,(H,23,24,26)",[C][O][C][=C][C][=C][Branch1][=C][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][F][N][=C][N][=C][Ring1][#C][C][=C][Ring2][Ring1][Ring1][O][C][C][N][C][=N][C][=N][Ring1][Branch1],"n-(4-chloro-2-fluorophenyl)-6-methoxy-7-[2-(1,2,4-triazol-1-yl)ethoxy]quinazolin-4-amine",large,1,3
CHEMBL8809,1.09,CCN1CCC[C@H]1CNC(=O)c2c(O)c(Cl)cc(Cl)c2OC,"InChI=1S/C15H20Cl2N2O3/c1-3-19-6-4-5-9(19)8-18-15(21)12-13(20)10(16)7-11(17)14(12)22-2/h7,9,20H,3-6,8H2,1-2H3,(H,18,21)/t9-/m0/s1",[C][C][N][C][C][C][C@H1][Ring1][Branch1][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][=Branch2][O][C],"3,5-dichloro-n-[[(2s)-1-ethylpyrrolidin-2-yl]methyl]-2-hydroxy-6-methoxybenzamide",medium,0,1
CHEMBL1233655,0.55,CC(=O)Nc1nc(C)c(s1)c2cnc(F)c(NS(=O)(=O)c3sc(C)nc3C)c2,"InChI=1S/C16H16FN5O3S3/c1-7-13(27-16(20-7)21-9(3)23)11-5-12(14(17)18-6-11)22-28(24,25)15-8(2)19-10(4)26-15/h5-6,22H,1-4H3,(H,20,21,23)",[C][C][=Branch1][C][=O][N][C][=N][C][Branch1][C][C][=C][Branch1][Ring2][S][Ring1][=Branch1][C][=C][N][=C][Branch1][C][F][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][S][C][Branch1][C][C][=N][C][=Ring1][=Branch1][C][=C][Ring2][Ring1][C],"n-[5-[5-[(2,4-dimethyl-1,3-thiazol-5-yl)sulfonylamino]-6-fluoropyridin-3-yl]-4-methyl-1,3-thiazol-2-yl]acetamide",small,0,0
CHEMBL1542764,1.43,CSc1ncccc1C(=O)Nc2nccs2,"InChI=1S/C10H9N3OS2/c1-15-9-7(3-2-4-11-9)8(14)13-10-12-5-6-16-10/h2-6H,1H3,(H,12,13,14)",[C][S][C][=N][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=N][C][=C][S][Ring1][Branch1],"2-methylsulfanyl-n-(1,3-thiazol-2-yl)pyridine-3-carboxamide",medium,0,1
CHEMBL1480987,2.31,CC1CC(CC(C)(C)C1)OC(=O)C(O)c2ccccc2,"InChI=1S/C17H24O3/c1-12-9-14(11-17(2,3)10-12)20-16(19)15(18)13-7-5-4-6-8-13/h4-8,12,14-15,18H,9-11H2,1-3H3",[C][C][C][C][Branch1][N][C][C][Branch1][C][C][Branch1][C][C][C][Ring1][Branch2][O][C][=Branch1][C][=O][C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],"(3,3,5-trimethylcyclohexyl) 2-hydroxy-2-phenylacetate",large,1,2
CHEMBL111955,1.77,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)C)C(=O)C(F)(F)F,"InChI=1S/C20H22F3N3O5S/c1-12(2)17(18(28)20(21,22)23)24-16(27)11-26-15(13-7-5-4-6-8-13)10-9-14(19(26)29)25-32(3,30)31/h4-10,12,17,25H,11H2,1-3H3,(H,24,27)",[C][C][Branch1][C][C][C][Branch2][Ring2][Branch1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=Branch1][=C][=C][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],"2-(3-methanesulfonamido-2-oxo-6-phenylpyridin-1-yl)-n-(1,1,1-trifluoro-4-methyl-2-oxopentan-3-yl)acetamide",medium,0,1
CHEMBL235581,1.49,Clc1ccc(CC2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4,"InChI=1S/C24H33ClN2O/c25-22-2-1-17(7-16-3-5-26-6-4-16)11-21(22)23(28)27-15-24-12-18-8-19(13-24)10-20(9-18)14-24/h1-2,11,16,18-20,26H,3-10,12-15H2,(H,27,28)",[Cl][C][=C][C][=C][Branch1][#Branch2][C][C][C][C][N][C][C][Ring1][=Branch1][C][=C][Ring1][=N][C][=Branch1][C][=O][N][C][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2],n-(1-adamantylmethyl)-2-chloro-5-(piperidin-4-ylmethyl)benzamide,medium,0,1
CHEMBL1682940,3.17,CC[C@H](NC(=O)c1c(c(nc2ccccc12)c3ccccc3)S(=O)(=O)C)c4ccccc4,"InChI=1S/C26H24N2O3S/c1-3-21(18-12-6-4-7-13-18)28-26(29)23-20-16-10-11-17-22(20)27-24(25(23)32(2,30)31)19-14-8-5-9-15-19/h4-17,21H,3H2,1-2H3,(H,28,29)/t21-/m0/s1",[C][C][C@H1][Branch2][Ring2][=Branch2][N][C][=Branch1][C][=O][C][=C][Branch2][Ring1][#Branch1][C][=Branch1][N][=N][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],3-methylsulfonyl-2-phenyl-n-[(1s)-1-phenylpropyl]quinoline-4-carboxamide,large,1,3
CHEMBL1471868,3.19,Fc1ccc(NC(=O)c2cccnc2Oc3ccccc3)cc1,"InChI=1S/C18H13FN2O2/c19-13-8-10-14(11-9-13)21-17(22)16-7-4-12-20-18(16)23-15-5-2-1-3-6-15/h1-12H,(H,21,22)",[F][C][=C][C][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][=Branch1],n-(4-fluorophenyl)-2-(phenoxy)pyridine-3-carboxamide,large,1,3
CHEMBL1076211,1.65,CC(CN1CCCCC1)C(=O)c2ccc(C)cc2,"InChI=1S/C16H23NO/c1-13-6-8-15(9-7-13)16(18)14(2)12-17-10-4-3-5-11-17/h6-9,14H,3-5,10-12H2,1-2H3",[C][C][Branch1][#Branch2][C][N][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],2-methyl-1-(4-methylphenyl)-3-piperidin-1-ylpropan-1-one,medium,0,1
CHEMBL1951022,2.8,CC(C)OC(=O)N1CCC(CC1)Oc2ncnc(Nc3ccc(nc3C)S(=O)(=O)C)c2C,"InChI=1S/C21H29N5O5S/c1-13(2)30-21(27)26-10-8-16(9-11-26)31-20-14(3)19(22-12-23-20)25-17-6-7-18(24-15(17)4)32(5,28)29/h6-7,12-13,16H,8-11H2,1-5H3,(H,22,23,25)",[C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][O][C][=N][C][=N][C][Branch2][Ring1][Branch1][N][C][=C][C][=C][Branch1][=Branch1][N][=C][Ring1][=Branch1][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][Ring2][Ring1][C][C],propan-2-yl 4-[5-methyl-6-[(2-methyl-6-methylsulfonylpyridin-3-yl)amino]pyrimidin-4-yl]oxypiperidine-1-carboxylate,large,1,3
CHEMBL174107,-0.84,CSc1ccc(cc1)N2C(=NC(=NC2(C)C)N)N,"InChI=1S/C12H17N5S/c1-12(2)16-10(13)15-11(14)17(12)8-4-6-9(18-3)7-5-8/h4-7H,1-3H3,(H4,13,14,15,16)",[C][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][=C][=N][C][=Branch1][=Branch2][=N][C][Ring1][=Branch1][Branch1][C][C][C][N][N],"6,6-dimethyl-1-(4-methylsulfanylphenyl)-1,3,5-triazine-2,4-diamine",very small,0,0
CHEMBL139347,2.4,Nc1nc(N)nc(n1)c2cccc(c2)C(F)(F)F,"InChI=1S/C10H8F3N5/c11-10(12,13)6-3-1-2-5(4-6)7-16-8(14)18-9(15)17-7/h1-4H,(H4,14,15,16,17,18)",[N][C][=N][C][Branch1][C][N][=N][C][=Branch1][Ring2][=N][Ring1][#Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F],"6-[3-(trifluoromethyl)phenyl]-1,3,5-triazine-2,4-diamine",large,1,2
CHEMBL1623,3.39,Cc1cccc(CN2CCN(CC2)C(c3ccccc3)c4ccc(Cl)cc4)c1,"InChI=1S/C25H27ClN2/c1-20-6-5-7-21(18-20)19-27-14-16-28(17-15-27)25(22-8-3-2-4-9-22)23-10-12-24(26)13-11-23/h2-13,18,25H,14-17,19H2,1H3",[C][C][=C][C][=C][C][Branch2][Ring2][C][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][Ring2][Ring1][O],1-[(4-chlorophenyl)-phenylmethyl]-4-[(3-methylphenyl)methyl]piperazine,very large,1,4
CHEMBL2171034,1.79,Fc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,"InChI=1S/C23H26Cl2FN3O4S/c24-21-6-3-19(15-22(21)25)33-18-9-13-28(14-10-18)17-7-11-29(12-8-17)23(30)27-34(31,32)20-4-1-16(26)2-5-20/h1-6,15,17-18H,7-14H2,(H,27,30)",[F][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],"4-[4-(3,4-dichlorophenoxy)piperidin-1-yl]-n-(4-fluorophenyl)sulfonylpiperidine-1-carboxamide",medium,0,1
CHEMBL1689115,1.01,OC(=O)COc1ccc(Cl)cc1CN2CCCN(CC2)S(=O)(=O)Cc3ccccc3,"InChI=1S/C21H25ClN2O5S/c22-19-7-8-20(29-15-21(25)26)18(13-19)14-23-9-4-10-24(12-11-23)30(27,28)16-17-5-2-1-3-6-17/h1-3,5-8,13H,4,9-12,14-16H2,(H,25,26)",[O][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][N][C][C][C][N][Branch1][Branch1][C][C][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],"2-[4-chloro-2-[[4-(phenylmethylsulfonyl)-1,4-diazepan-1-yl]methyl]phenoxy]acetic acid",medium,0,1
CHEMBL1515447,2.36,CN1CCCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,"InChI=1S/C19H23ClN2/c1-21-12-5-13-22(15-14-21)19(16-6-3-2-4-7-16)17-8-10-18(20)11-9-17/h2-4,6-11,19H,5,12-15H2,1H3",[C][N][C][C][C][N][Branch1][Branch1][C][C][Ring1][#Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],"1-[(4-chlorophenyl)-phenylmethyl]-4-methyl-1,4-diazepane",large,1,2
CHEMBL559968,1.29,Clc1ccccc1CCNC(=O)c2cc(ccc2Cl)N3N=CC(=O)NC3=O,"InChI=1S/C18H14Cl2N4O3/c19-14-4-2-1-3-11(14)7-8-21-17(26)13-9-12(5-6-15(13)20)24-18(27)23-16(25)10-22-24/h1-6,9-10H,7-8H2,(H,21,26)(H,23,25,27)",[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][N][C][=Branch1][C][=O][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][Cl][N][N][=C][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O],"2-chloro-n-[2-(2-chlorophenyl)ethyl]-5-(3,5-dioxo-1,2,4-triazin-2-yl)benzamide",medium,0,1
CHEMBL1180299,1.1,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4ccccn4)C3=O,"InChI=1S/C17H11ClN4O3/c18-9-4-5-11-12(7-9)20-14-13(15(11)23)17(25)22(21-16(14)24)8-10-3-1-2-6-19-10/h1-7H,8H2,(H,20,23)(H,21,24)",[Cl][C][=C][C][=C][C][=Branch1][C][=O][C][=C][Branch1][Branch2][N][C][Ring1][#Branch1][=C][Ring1][O][C][=Branch1][C][=O][N][N][Branch1][#Branch2][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][Ring1][P][=O],"7-chloro-2-(pyridin-2-ylmethyl)-3,5-dihydropyridazino[4,5-b]quinoline-1,4,10-trione",medium,0,1
